GSM,GSE,Label,PubMed ID,Release Date,In Situ Site,Disease,Total Reads,High-Quality Reads,FRiP,Num Peaks,motif_ov_ratio
GSM1003784,GSE36030,MEL,,4/11/12,Erythroleukemia Cell,Leukemia,52789682,29745064,0.274,66763,0.8571
GSM1004802,GSE40918,Th0,23021777,9/20/12,Not Stated,,35627695,17885015,0.238,59371,0.8926
GSM1004803,GSE40918,Th0,23021777,9/20/12,Not Stated,,22093014,12435189,0.157,41825,0.9253
GSM1004804,GSE40918,Th17,23021777,9/20/12,Not Stated,,30253375,16913937,0.232,58647,0.889
GSM1004805,GSE40918,Th17,23021777,9/20/12,Not Stated,,25199441,8936787,0.17,38462,0.921
GSM1020012,GSE41603,MEF,23975099,8/9/13,Embryonic Fibroblast,,24736851,10523348,0.098,29582,0.9282
GSM1020013,GSE41603,MEF,23975099,8/9/13,Embryonic Fibroblast,,31168395,12209768,0.105,34229,0.9232
GSM1023416,GSE41743,RAG1KO_CD4-_CD8-_thymocyte,23169622,12/3/12,Not Stated,,10329668,4001773,0.225,33209,0.9305
GSM1023418,GSE41743,CD4+_CD8+_thymocyte,23169622,12/3/12,Not Stated,,7349830,5168483,0.43,44059,0.8823
GSM1023420,GSE41743,RAG1KO_pro_B_cell,23169622,12/3/12,Bone Marrow,,10040506,6272156,0.264,39946,0.9034
GSM1036122,GSE42237,e10.5_forelimb_bud,23704192,5/22/13,Forelimb Bud,,22274999,15790424,0.012,9228,0.9323
GSM1036123,GSE42237,e10.5_forelimb_bud,23704192,5/22/13,Forelimb Bud,,44200100,33349912,0.039,27281,0.8939
GSM1036124,GSE42237,e10.5_hindlimb_bud,23704192,5/22/13,Hindlimb Bud,,28491396,19475765,0.02,15253,0.9504
GSM1036125,GSE42237,e10.5_hindlimb_bud,23704192,5/22/13,Hindlimb Bud,,40090245,26936222,0.038,26333,0.9373
GSM1036126,GSE42237,e11.5_limb_bud,23704192,5/22/13,Limb Bud,,118332008,50091906,0.005,5083,0.9449
GSM1066043,GSE43594,CD43-_activated_B_cell,24145512,10/11/13,Spleen,,50172995,11049212,0.016,10324,0.9741
GSM1066047,GSE43594,CD43-_resting_B_cell,24145512,10/11/13,Spleen,,32320923,17433428,0.046,21507,0.9401
GSM1088169,GSE44637,CD43-_B_cell,24634495,2/5/14,Spleen,,39778767,11091081,0.352,48293,0.823
GSM1088171,GSE44637,plasmablast,24634495,2/5/14,Spleen,,129073920,26139692,0.103,35552,0.8953
GSM1132350,GSE33819,murine_primary_activated_B_cell,21113164;23707059,11/19/11,Spleen,,33366983,17080893,0.417,99255,0.7241
GSM1132351,GSE33819,murine_primary_activated_B_cell,21113164;23707059,11/19/11,Spleen,,120164475,30262838,0.385,115981,0.7087
GSM1132355,GSE33819,murine_primary_activated_B_cell,21113164;23707059,11/19/11,Spleen,,36873302,19627001,0.103,40933,0.8957
GSM1132357,GSE33819,murine_primary_activated_B_cell,21113164;23707059,11/19/11,Spleen,,49419522,26204649,0.077,38763,0.8883
GSM1132358,GSE33819,murine_primary_activated_B_cell,21113164;23707059,11/19/11,Spleen,,50069536,23410430,0.136,51467,0.8632
GSM1145865,GSE43008,RAG2KO_pro_B_cell,23973221,9/30/13,Not Stated,,106881140,78669027,0.443,96050,0.8703
GSM1145866,GSE43008,pro_B_cell,23973221,9/30/13,Not Stated,,103939812,75029198,0.452,106876,0.8476
GSM1151145,GSE47492,Ter119+_erythroid,24413732,12/21/13,Spleen,,155584966,71314020,0.218,43347,0.8933
GSM1156665,GSE47766,RAG1KO_pro_B_cell,23898036,8/5/13,Bone Marrow,,10040506,6272193,0.264,39947,0.9034
GSM1167572,GSE48086,HPC-7,24760698,4/24/14,Hematopoetic Progenitor,,40085503,19103403,0.463,100069,0.7441
GSM1167574,GSE48086,primary_mast_cell,24760698,4/24/14,Bone Marrow,,33076045,15290229,0.489,81834,0.826
GSM1212177,GSE39523,E14,24121688,10/11/13,Embryonic Stem Cell,,40569883,27840170,0.034,28242,0.9529
GSM1249152,GSE51610,TSC,,1/1/16,Trophoblast Stem Cell,,79256204,50726179,0.084,51196,0.9229
GSM1328456,GSE55047,MC3T3-E1 Subclone 4,25120271,5/20/15,"Preosteoblast; Bone, calvaria",,62407086,40611881,0.219,84904,0.7355
GSM1328457,GSE55047,matrix_depositing_osteoblast,25120271,5/20/15,Matrix-depositing Osteoblast,,51077975,35114342,0.153,56186,0.8048
GSM1328458,GSE55047,mineralizing_osteoblast,25120271,5/20/15,Mineralizing Osteoblast,,42043028,29600055,0.201,56901,0.8213
GSM1390713,GSE57814,liver,25209997,9/25/14,Liver,,54893517,33761391,0.042,25600,0.9051
GSM1390714,GSE57814,liver,25209997,9/25/14,Liver,,117343539,74119797,0.036,27380,0.8925
GSM1468392,GSE60240,mESC,25722416,2/26/15,Embryonic Stem Cell,,31320857,5024685,0.087,25857,0.9522
GSM1468394,GSE60240,motor_neuron,25722416,2/26/15,Motor Neuron,,48136291,19881864,0.078,34639,0.9306
GSM1480825,GSE60482,Th1,25686607,2/18/15,"Spleen, Lymph nodes",,38156242,19050245,0.369,71313,0.8263
GSM1493662,GSE60918,WEHI-231,25646466;26484167,8/29/14,B Lymphocyte,B-cell Lymphoma,43592954,22040265,0.04,18212,0.9707
GSM1493663,GSE60918,WEHI-231,25646466;26484167,8/29/14,B Lymphocyte,B-cell Lymphoma,36109696,20447274,0.04,17865,0.9726
GSM1493664,GSE60918,WEHI-231,25646466;26484167,8/29/14,B Lymphocyte,B-cell Lymphoma,36210486,17466111,0.013,6710,0.9816
GSM1493665,GSE60918,WEHI-231,25646466;26484167,8/29/14,B Lymphocyte,B-cell Lymphoma,36478670,12337782,0.018,7555,0.9835
GSM1500003,GSE61236,3134,25677181,2/12/15,Mammary Gland,Malignant neoplasms of the mouse mammary gland,10991934,5213916,0.516,51542,0.9261
GSM1540992,GSE58242,mESC,25578877,1/9/15,Embryonic Stem Cell,,98629796,36070227,0.019,17414,0.963
GSM1540994,GSE58242,mESC,25578877,1/9/15,Embryonic Stem Cell,,48045900,14153921,0.072,28724,0.8917
GSM1540996,GSE58242,differentiating_mESC,25578877,1/9/15,Embryonic Stem Cell,,66642472,35909157,0.028,23079,0.955
GSM1620003,GSE66343,Th2,28938092,10/1/17,Not Stated,,14757505,6193062,0.078,20962,0.9458
GSM1648476,GSE67516,fibroblast,26089354,6/19/15,Fibroblast,,49726696,12444490,0.023,9740,0.965
GSM1648477,GSE67516,fibroblast,26089354,6/19/15,Fibroblast,,49521848,16415877,0.095,27376,0.9399
GSM1648478,GSE67516,dermal_fibroblast,26089354,6/19/15,Dermal Fibroblast,,43734182,21051231,0.115,33131,0.9421
GSM1648479,GSE67516,dermal_fibroblast,26089354,6/19/15,Dermal Fibroblast,,52096550,18063145,0.054,21029,0.9536
GSM1817673,GSE70764,mRS,26268681,7/23/15,Round Spermatids,,53468197,22675023,0.212,34543,0.94
GSM1828650,GSE72720,E14,26527277,10/29/15,Embryonic Stem Cell,,20754697,2158751,0.408,42897,0.9185
GSM1828651,GSE72720,neural_progenitor,26527277,10/29/15,Neural Progenitor,,22036777,629441,0.297,19296,0.8704
GSM1838886,GSE59119,pancreas,25735743,4/7/15,Pancreas,,22766145,11922112,0.032,16221,0.9525
GSM1913028,GSE74189,brown_preadipocyte,28398509,1/1/17,Brown Preadipocyte,,24197028,12554290,0.187,42669,0.9054
GSM1913029,GSE74189,confluent_brown_preadipocyte,28398509,1/1/17,Brown Preadipocyte,,28092531,16182134,0.111,35763,0.8851
GSM1913030,GSE74189,immature_brown_preadipocyte,28398509,1/1/17,Brown Preadipocyte,,24476352,12483647,0.207,41077,0.907
GSM1913031,GSE74189,mature_brown_preadipocyte,28398509,1/1/17,Brown Preadipocyte,,18350935,9156829,0.228,39487,0.8574
GSM1973715,GSE76074,mesenchymal_stromal_cell,28077316,5/5/17,Bone Marrow,,34694773,23879495,0.196,68139,0.76
GSM1973716,GSE76074,mesenchymal_stromal_cell,28077316,5/5/17,Bone Marrow,,26256781,18896346,0.275,66111,0.8245
GSM1973718,GSE76074,mesenchymal_stromal_cell_differentiating_day_7,28077316,5/5/17,Bone Marrow,,90529880,47020636,0.176,83799,0.6767
GSM1973719,GSE76074,mesenchymal_stromal_cell_differentiating_day_14,28077316,5/5/17,Bone Marrow,,11194373,8513460,0.195,38110,0.8632
GSM1973720,GSE76074,mesenchymal_stromal_cell_differentiating_day_14,28077316,5/5/17,Bone Marrow,,20728396,13472365,0.359,68249,0.7114
GSM1973721,GSE76074,mesenchymal_stromal_cell_differentiating_day_21,28077316,5/5/17,Bone Marrow,,18280994,13605977,0.133,38923,0.8012
GSM1973722,GSE76074,mesenchymal_stromal_cell_differentiating_day_21,28077316,5/5/17,Bone Marrow,,27692390,19733845,0.243,62154,0.7365
GSM1979778,GSE76303,E13.5_MEF,28424523,4/11/17,Embryonic Fibroblast,,24736851,10443769,0.097,29506,0.928
GSM1979779,GSE76303,E13.5_MEF,28424523,4/11/17,Embryonic Fibroblast,,34405529,22684559,0.146,49343,0.8947
GSM1979781,GSE76303,MEF,28424523,4/11/17,Embryonic Fibroblast,,53549322,15270428,0.132,36970,0.8977
GSM1979782,GSE76303,MEF,28424523,4/11/17,Embryonic Fibroblast,,32173957,20843064,0.131,42155,0.8942
GSM1979783,GSE76303,MEF,28424523,4/11/17,Embryonic Fibroblast,,31168395,12192808,0.105,34204,0.9231
GSM1979784,GSE76303,MEF,28424523,4/11/17,Embryonic Fibroblast,,36593971,24653782,0.163,54616,0.8927
GSM2026234,GSE76481,p20_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,60382413,32674088,0.171,64116,0.8838
GSM2026235,GSE76481,p20_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,22653790,10264895,0.278,59072,0.9057
GSM2026236,GSE76481,p3_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,50457161,27138502,0.178,60675,0.9033
GSM2026237,GSE76481,p3_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,51416182,12695164,0.183,50126,0.8906
GSM2026238,GSE76481,p20_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,48694635,28620938,0.207,68217,0.8863
GSM2026239,GSE76481,p20_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,36864795,10654469,0.342,62667,0.8677
GSM2026240,GSE76481,p3_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,54062887,31957761,0.218,70996,0.8872
GSM2026241,GSE76481,p3_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,23790593,9749900,0.249,56180,0.9019
GSM2026242,GSE76481,p20_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,48717044,26561378,0.324,74128,0.8866
GSM2026243,GSE76481,p20_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,59896899,30329238,0.308,78906,0.8754
GSM2026244,GSE76481,p3_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,49774810,26369005,0.292,81087,0.866
GSM2026245,GSE76481,p3_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,45058716,24610668,0.326,88976,0.8469
GSM2026246,GSE76481,p20_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,59212462,33839280,0.202,71181,0.8709
GSM2026247,GSE76481,p20_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,70795942,20842951,0.337,79017,0.8406
GSM2026248,GSE76481,p3_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,97941490,48751120,0.28,98827,0.8398
GSM2026249,GSE76481,p3_iPSC,26971819,3/1/16,Induced Pluripotent Stem Cell,,23057075,11375511,0.325,66966,0.8797
GSM2123546,GSE80280,mESC,28289288,3/7/17,Embryonic Stem Cell,,36098776,24658347,0.21,79394,0.8611
GSM2129857,GSE95804,G1E-ER4,28388437,3/31/17,Erythroid,,42414862,4455500,0.149,27322,0.933
GSM2129859,GSE95804,G1E-ER4,28388437,3/31/17,Erythroid,,34800736,16190269,0.078,29606,0.9405
GSM2129861,GSE95804,G1E-ER4,28388437,3/31/17,Erythroid,,36529437,9823292,0.094,28703,0.9282
GSM2184318,GSE82144,activated_B_cell,29706548;29555645,8/10/17,Spleen,,29015536,19713270,0.235,56753,0.6707
GSM2184319,GSE82144,activated_B_cell,29706548;29555645,8/10/17,Spleen,,51970528,32494122,0.262,83343,0.8912
GSM2184320,GSE82144,activated_B_cell,29706548;29555645,8/10/17,Spleen,,22935209,6816958,0.083,24846,0.9562
GSM2184321,GSE82144,resting_B_cell,29706548;29555645,8/10/17,Spleen,,36928971,22290898,0.365,70062,0.7864
GSM2184322,GSE82144,resting_B_cell,29706548;29555645,8/10/17,Spleen,,55249772,30877927,0.394,84919,0.7624
GSM2184323,GSE82144,resting_B_cell,29706548;29555645,8/10/17,Spleen,,23919781,14510067,0.387,61139,0.8126
GSM2228526,GSE84176,hippocampus,27880914,11/22/16,Hippocampus,,35382634,14347449,0.194,26916,0.4869
GSM2228527,GSE84176,hippocampus,27880914,11/22/16,Hippocampus,,49475589,17638187,0.151,23866,0.5026
GSM2251432,GSE84795,e10.5_forelimb,27923844,12/6/16,Forelimb,,29836368,11176761,0.296,53562,0.866
GSM2251433,GSE84795,e10.5_forelimb,27923844,12/6/16,Forelimb,,26923167,5550423,0.206,37863,0.8964
GSM2251434,GSE84795,e11.5_forelimb,27923844,12/6/16,Forelimb,,29480613,14340312,0.145,37256,0.8924
GSM2251435,GSE84795,e11.5_forelimb,27923844,12/6/16,Forelimb,,37148797,9763182,0.079,25966,0.9165
GSM2251436,GSE84795,e13.5_forelimb,27923844,12/6/16,Forelimb,,18659427,12765295,0.015,10261,0.9681
GSM2251437,GSE84795,e13.5_forelimb,27923844,12/6/16,Forelimb,,16934583,10089351,0.072,22908,0.9381
GSM2251438,GSE84795,e10.5_hindlimb_bud,27923844,12/6/16,Hindlimb Bud,,26906445,4177988,0.303,40133,0.9091
GSM2251439,GSE84795,e10.5_hindlimb_bud,27923844,12/6/16,Hindlimb Bud,,27968188,6699061,0.32,49700,0.8772
GSM2251440,GSE84795,e11.5_hindlimb_bud,27923844,12/6/16,Hindlimb Bud,,24154154,13727327,0.091,30074,0.9202
GSM2251441,GSE84795,e11.5_hindlimb_bud,27923844,12/6/16,Hindlimb Bud,,30522537,14286787,0.095,32932,0.9153
GSM2251442,GSE84795,e13.5_hindlimb_bud,27923844,12/6/16,Hindlimb Bud,,20637894,13811874,0.014,9730,0.9687
GSM2251443,GSE84795,e13.5_hindlimb_bud,27923844,12/6/16,Hindlimb Bud,,15265691,9316408,0.068,21647,0.9383
GSM2251444,GSE84795,e10.5_midbrain,27923844,12/6/16,Midbrain,,27224872,18470490,0.13,39972,0.8975
GSM2251445,GSE84795,e10.5_midbrain,27923844,12/6/16,Midbrain,,23498281,13986839,0.059,24996,0.9245
GSM2259905,GSE85185,v6.5,28536180,5/22/17,Embryonic Stem Cell,,97008070,16263823,0.392,79210,0.8985
GSM2259907,GSE85185,v6.5,28536180,5/22/17,Embryonic Stem Cell,,119657832,15709504,0.34,64735,0.9166
GSM2259909,GSE85185,neural_progenitor,28536180,5/22/17,Neural Progenitor,,168286126,15121507,0.149,35431,0.9334
GSM2319264,GSE87064,e14.5_rod,28472656;29514090;31493975,5/3/17,Retina,,30187627,22770382,0.116,34452,0.9047
GSM2319265,GSE87064,e14.5_rod,28472656;29514090;31493975,5/3/17,Retina,,51165471,37446983,0.019,15530,0.9556
GSM2319266,GSE87064,e17.5_rod,28472656;29514090;31493975,5/3/17,Retina,,43895180,31847423,0.053,24382,0.9015
GSM2319267,GSE87064,e17.5_rod,28472656;29514090;31493975,5/3/17,Retina,,55051019,41324920,0.033,22916,0.848
GSM2319268,GSE87064,postnatal_rod,28472656;29514090;31493975,5/3/17,Retina,,43172159,29561379,0.057,26828,0.9375
GSM2319269,GSE87064,postnatal_rod,28472656;29514090;31493975,5/3/17,Retina,,26691496,15480043,0.076,26219,0.9417
GSM2319270,GSE87064,postnatal_3_rod,28472656;29514090;31493975,5/3/17,Retina,,51890601,37233462,0.035,22689,0.8841
GSM2319271,GSE87064,postnatal_3_rod,28472656;29514090;31493975,5/3/17,Retina,,22842351,16577030,0.023,13932,0.9619
GSM2319272,GSE87064,postnatal_7_rod,28472656;29514090;31493975,5/3/17,Retina,,21015918,14691522,0.056,21265,0.9418
GSM2319273,GSE87064,postnatal_7_rod,28472656;29514090;31493975,5/3/17,Retina,,34928873,24954189,0.062,25825,0.9341
GSM2319274,GSE87064,postnatal_10_rod,28472656;29514090;31493975,5/3/17,Retina,,28720853,20304045,0.045,21162,0.9406
GSM2319275,GSE87064,postnatal_10_rod,28472656;29514090;31493975,5/3/17,Retina,,21637288,15930651,0.036,16543,0.9384
GSM2319276,GSE87064,postnatal_14_rod,28472656;29514090;31493975,5/3/17,Retina,,27930355,18751517,0.063,24464,0.9445
GSM2319277,GSE87064,postnatal_14_rod,28472656;29514090;31493975,5/3/17,Retina,,31743886,22878740,0.373,20930,0.5448
GSM2319278,GSE87064,postnatal_21_rod,28472656;29514090;31493975,5/3/17,Retina,,22676362,14145260,0.093,25303,0.9355
GSM2319279,GSE87064,postnatal_21_rod,28472656;29514090;31493975,5/3/17,Retina,,27868418,18278354,0.062,23427,0.949
GSM2319280,GSE87064,postnatal_21_rod,28472656;29514090;31493975,5/3/17,Retina,,21867378,15641791,0.081,24707,0.9409
GSM2319281,GSE87064,rod,28472656;29514090;31493975,5/3/17,Retina,,29634410,19228317,0.029,16095,0.9296
GSM2319282,GSE87064,rod,28472656;29514090;31493975,5/3/17,Retina,,49795485,35111232,0.047,23658,0.9502
GSM2319283,GSE87064,rod,28472656;29514090;31493975,5/3/17,Retina,,48348599,34008084,0.075,29265,0.9379
GSM2319284,GSE87064,iPSC,28472656;29514090;31493975,5/3/17,Induced Pluripotent Stem Cell,,73957840,32226220,0.083,42758,0.9171
GSM2319285,GSE87064,iPSC,28472656;29514090;31493975,5/3/17,Induced Pluripotent Stem Cell,,42061130,29787661,0.303,76462,0.8531
GSM2319286,GSE87064,iPSC,28472656;29514090;31493975,5/3/17,Induced Pluripotent Stem Cell,,19028801,13773301,0.172,45582,0.9218
GSM2319287,GSE87064,iPSC,28472656;29514090;31493975,5/3/17,Induced Pluripotent Stem Cell,,43369043,31053621,0.096,43393,0.9192
GSM2319288,GSE87064,mESC,28472656;29514090;31493975,5/3/17,Embryonic Stem Cell,,39591105,17975347,0.162,49418,0.905
GSM2319289,GSE87064,rod,28472656;29514090;31493975,5/3/17,Retina,,49075035,33723172,0.287,73661,0.8653
GSM2319290,GSE87064,rod,28472656;29514090;31493975,5/3/17,Retina,,47856420,33647328,0.214,62725,0.8768
GSM2319291,GSE87064,rod,28472656;29514090;31493975,5/3/17,Retina,,35765281,23082569,0.038,28175,0.9504
GSM2389510,GSE89722,Th1,28813658,8/15/17,"Spleen, Lymph nodes",,26120288,18175487,0.282,60638,0.8516
GSM2389512,GSE89722,Th1,28813658,8/15/17,"Spleen, Lymph nodes",,79615312,53084707,0.165,69982,0.8245
GSM2389513,GSE89722,Th1,28813658,8/15/17,"Spleen, Lymph nodes",,26454873,18709283,0.198,45498,0.8778
GSM2389515,GSE89722,Th1,28813658,8/15/17,"Spleen, Lymph nodes",,53682582,37554066,0.151,53421,0.8456
GSM2389516,GSE89722,Th1,28813658,8/15/17,"Spleen, Lymph nodes",,23725355,16485461,0.251,55622,0.8589
GSM2389518,GSE89722,Th1,28813658,8/15/17,"Spleen, Lymph nodes",,55883267,37185811,0.203,71166,0.8289
GSM2418362,GSE90958,DN2_cell,28938112,9/18/17,Bone Marrow,,30203161,20339384,0.087,37943,0.9421
GSM2418363,GSE90958,DN2_cell,28938112,9/18/17,Bone Marrow,,40176579,22462345,0.093,38093,0.9231
GSM2418364,GSE90958,DN2_cell,28938112,9/18/17,Bone Marrow,,47546529,24483084,0.105,40343,0.9176
GSM2418365,GSE90958,DN2_cell,28938112,9/18/17,Bone Marrow,,25918717,17684857,0.071,34060,0.949
GSM2418860,GSE90994,JM8.N4,28467304;31205001,5/3/17,Embryonic Stem Cell,,89554553,44608367,0.158,70179,0.897
GSM2418864,GSE90994,JM8.N4,28467304;31205001,5/3/17,Embryonic Stem Cell,,100160068,53318679,0.175,74936,0.8863
GSM2422875,GSE91405,postnatal_intestine,22955616,1/3/17,Intestine,,24834380,16649273,0.407,77862,0.8198
GSM2422876,GSE91405,postnatal_intestine,22955616,1/3/17,Intestine,,25854729,17453324,0.405,79641,0.8216
GSM2422925,GSE91433,postnatal_liver,22955616,1/3/17,Liver,,23107211,15772135,0.287,55985,0.8795
GSM2422926,GSE91433,postnatal_liver,22955616,1/3/17,Liver,,21859753,14995261,0.288,54967,0.8811
GSM2423018,GSE91488,postnatal_stomach,22955616,1/4/17,Stomach,,25459610,16855239,0.348,72763,0.8379
GSM2423019,GSE91488,postnatal_stomach,22955616,1/4/17,Stomach,,34364279,21731421,0.384,83844,0.8034
GSM2423089,GSE91529,postnatal_kidney,22955616,1/4/17,Kidney,,31645962,21061412,0.319,77249,0.8307
GSM2423090,GSE91529,postnatal_kidney,22955616,1/4/17,Kidney,,24620599,14715772,0.252,54638,0.8895
GSM2423094,GSE91532,postnatal_hindbrain,22955616,1/4/17,Hindbrain,,34551421,25265270,0.258,79515,0.7826
GSM2423095,GSE91532,postnatal_hindbrain,22955616,1/4/17,Hindbrain,,23029134,17153325,0.255,65252,0.8127
GSM2423276,GSE91640,e14.5_limb,22955616,1/4/17,Limb,,22579230,16827573,0.189,53410,0.8484
GSM2423277,GSE91640,e14.5_limb,22955616,1/4/17,Limb,,23571252,17782557,0.184,51892,0.8522
GSM2423428,GSE91731,e14.5_liver,22955616,1/4/17,Liver,,23637956,16393211,0.22,49968,0.8948
GSM2423429,GSE91731,e14.5_liver,22955616,1/4/17,Liver,,23408126,15410259,0.253,52129,0.8131
GSM2423465,GSE91751,postnatal_lung,22955616,1/4/17,Lung,,31765672,22313034,0.273,70374,0.807
GSM2423466,GSE91751,postnatal_lung,22955616,1/4/17,Lung,,28549513,20356742,0.277,66621,0.8174
GSM2423567,GSE91813,postnatal_heart,22955616,1/4/17,Heart,,25217187,19345441,0.114,37950,0.9031
GSM2423568,GSE91813,postnatal_heart,22955616,1/4/17,Heart,,23430720,17973037,0.143,41265,0.898
GSM2423846,GSE91978,postnatal_forebrain,22955616,1/4/17,Forebrain,,20928424,15890659,0.25,61661,0.8161
GSM2423847,GSE91978,postnatal_forebrain,22955616,1/4/17,Forebrain,,24045614,18096689,0.254,66247,0.8057
GSM2423848,GSE91979,e14.5_lung,22955616,1/4/17,Lung,,25754127,18981483,0.222,58746,0.8479
GSM2423849,GSE91979,e14.5_lung,22955616,1/4/17,Lung,,21690169,16030909,0.21,53916,0.8595
GSM2424230,GSE92209,postnatal_midbrain,22955616,1/4/17,Midbrain,,45032097,30045706,0.244,83376,0.8028
GSM2424231,GSE92209,postnantal_midbrain,22955616,1/4/17,Midbrain,,29769243,21310559,0.266,72115,0.8248
GSM2425116,GSE74826,mammary_gland,27376239;36232979,5/31/16,Mammary Gland,,23309178,3316155,0.256,32050,0.9312
GSM2433042,GSE92932,mammary_gland,28714474,5/25/17,Mammary Gland,,25440030,15801430,0.067,27507,0.9478
GSM2433043,GSE92932,mammary_gland,28714474,5/25/17,Mammary Gland,,24226318,16366727,0.099,29973,0.9403
GSM2445202,GSE93127,neutrophil,28167501,2/6/17,Neutrophil,,16574362,12020285,0.045,21008,0.9596
GSM2445203,GSE93127,myeloid_progenitor,28167501,2/6/17,Myeloid Progenitor,,12206434,9181397,0.057,23266,0.955
GSM2496432,GSE95116,AML12,29273625,12/3/17,Liver,,29219724,19375989,0.561,87301,0.8368
GSM2496433,GSE95116,AML12,29273625,12/3/17,Liver,,37053566,22936453,0.443,73720,0.8345
GSM2496434,GSE95116,AML12,29273625,12/3/17,Liver,,30304311,20098679,0.403,68924,0.8549
GSM2496435,GSE95116,AML12,29273625,12/3/17,Liver,,36447228,23343491,0.493,80657,0.8351
GSM2515924,GSE95533,3T3-L1,28475875,4/26/17,Embryonic Fibroblast,,20483957,14418709,0.292,53621,0.7934
GSM2515925,GSE95533,3T3-L1,28475875,4/26/17,Embryonic Fibroblast,,22029633,15213326,0.349,67060,0.7603
GSM2515926,GSE95533,3T3-L1_preadipocytes,28475875,4/26/17,Embryonic Fibroblast,,39784162,7396883,0.362,42188,0.793
GSM2515927,GSE95533,3T3-L1_preadipocytes,28475875,4/26/17,Embryonic Fibroblast,,25740837,17139074,0.319,65243,0.8227
GSM2515928,GSE95533,3T3-L1_preadipocytes_differentiating_day_2,28475875,4/26/17,Embryonic Fibroblast,,22549288,15592211,0.283,57075,0.8859
